"","HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeAdvantage","HomeAttack","HomeDefense","AwayAttack","AwayDefense","HomeMeanGoals","AwayMeanGoals"
"13","Latvia","Kazakhstan","2015/10/13","EUC-Q",0,1,1,-0.195771604518359,0.138108402117629,-0.390675022635529,0.176554961899618,1.55196472523175,1.18178093299289
"14","Malta","Croatia","2015/10/13","EUC-Q",0,1,1,-0.665532013526972,0.398709003611156,0.234914006913125,-0.434790937489993,1.55196472523175,1.18178093299289
"15","Netherlands","Czech Republic","2015/10/13","EUC-Q",2,3,1,0.303137027006641,-0.118220631387431,0.338897863836051,0.149798365088395,1.55196472523175,1.18178093299289
"16","Turkey","Iceland","2015/10/13","EUC-Q",1,0,1,0.0759420035751573,-0.180802710824685,0.296691366609368,-0.186811622066819,1.55196472523175,1.18178093299289
"17","Wales","Andorra","2015/10/13","EUC-Q",2,0,1,-0.143408583295356,-0.26984215432345,-1.00321120390486,0.887232604274142,1.55196472523175,1.18178093299289
"18","Austria","Liechtenstein","2015/10/12","EUC-Q",3,0,1,0.541568191100505,-0.52831093810701,-0.857550236851555,0.51599225371735,1.55196472523175,1.18178093299289
"19","Belarus","Macedonia","2015/10/12","EUC-Q",0,0,1,-0.0663535005500212,0.0315955615897506,-0.352256149777021,0.343944251459914,1.55196472523175,1.18178093299289
"20","Estonia","Switzerland","2015/10/12","EUC-Q",0,1,1,-0.640364995120976,-0.0674226763174342,0.255184706859005,-0.204321797073622,1.55196472523175,1.18178093299289
"21","Lithuania","England","2015/10/12","EUC-Q",0,3,1,-0.457126891432056,0.220820855944564,0.651439377160155,-0.532049260217617,1.55196472523175,1.18178093299289
"22","Luxembourg","Slovakia","2015/10/12","EUC-Q",2,4,1,-0.650854268369694,0.356554936738156,-0.0453112227100031,-0.228910146208547,1.55196472523175,1.18178093299289
"23","Russia","Montenegro","2015/10/12","EUC-Q",2,0,1,0.418907683804653,-0.380967636507777,0.0239118200463129,-0.0102523764643514,1.55196472523175,1.18178093299289
"24","San Marino","Slovenia","2015/10/12","EUC-Q",0,2,1,-1.07792769747528,0.936093359170335,0.18929717053038,-0.0739695202001744,1.55196472523175,1.18178093299289
"25","Sweden","Moldova","2015/10/12","EUC-Q",2,0,1,0.332320774070161,-0.0926636848634193,-0.375566557762301,0.273456365187799,1.55196472523175,1.18178093299289
"26","Ukraine","Spain","2015/10/12","EUC-Q",0,1,1,0.113239395606511,-0.514331763095278,0.532743659066921,-0.648938925895625,1.55196472523175,1.18178093299289
"27","Armenia","Albania","2015/10/11","EUC-Q",0,3,1,0.00458945233380722,-0.0546674013423082,-0.244239514608944,-0.211091470290068,1.55196472523175,1.18178093299289
"28","Faroe Islands","Romania","2015/10/11","EUC-Q",0,3,1,-0.390675022635529,0.462601299478974,-0.112832808274344,-0.418702334890185,1.55196472523175,1.18178093299289
"29","Finland","Northern Ireland","2015/10/11","EUC-Q",1,1,1,-0.0959603911459112,-0.121038328377056,0.0685927914656117,0.0337248694016209,1.55196472523175,1.18178093299289
"30","Germany","Georgia","2015/10/11","EUC-Q",2,1,1,0.664439016423202,-0.368602943375598,-0.436491486713287,-0.190192451174524,1.55196472523175,1.18178093299289
"31","Gibraltar","Scotland","2015/10/11","EUC-Q",0,6,1,-0.724637847651316,0.849851739317585,0.104810364352345,-0.0175531592475892,1.55196472523175,1.18178093299289
"32","Greece","Hungary","2015/10/11","EUC-Q",4,3,1,-0.265398864211323,0.0171520588175657,-0.0731084718206384,-0.0825124215744642,1.55196472523175,1.18178093299289
"33","Poland","Republic of Ireland","2015/10/11","EUC-Q",2,1,1,0.858280190370649,-0.0574172708699506,0.154350659829925,-0.390527235743957,1.55196472523175,1.18178093299289
"34","Serbia","Portugal","2015/10/11","EUC-Q",1,2,1,0.170248975559685,-0.123977179819711,0.443402947448557,-0.351687402427693,1.55196472523175,1.18178093299289
"35","Andorra","Belgium","2015/10/10","EUC-Q",1,4,1,-1.14476094469409,0.854883303744792,0.220098921127985,-0.480296418731168,1.55196472523175,1.18178093299289
"36","Azerbaijan","Italy","2015/10/10","EUC-Q",1,3,1,-0.35325223666123,0.096763668432308,0.324833338082574,-0.468245176230872,1.55196472523175,1.18178093299289
"37","Bosnia-Herzegovina","Wales","2015/10/10","EUC-Q",2,0,1,0.203267321309417,-0.00380723834295407,-0.0782859183985442,-0.290485999784515,1.55196472523175,1.18178093299289
"38","Croatia","Bulgaria","2015/10/10","EUC-Q",3,0,1,0.206282194238798,-0.378336440719912,-0.0468819859001304,-0.0384290266197819,1.55196472523175,1.18178093299289
"39","Czech Republic","Turkey","2015/10/10","EUC-Q",0,2,1,0.436705343844221,0.0793655553807405,0.00767050630421974,-0.0796927689092485,1.55196472523175,1.18178093299289
"40","Iceland","Latvia","2015/10/10","EUC-Q",2,2,1,0.324905600249747,-0.384633598528231,-0.393783603334326,0.166276859625099,1.55196472523175,1.18178093299289
"41","Israel","Cyprus","2015/10/10","EUC-Q",1,2,1,0.0326607822395483,0.0991210908678073,-0.32213550052116,0.242710856806738,1.55196472523175,1.18178093299289
"42","Kazakhstan","Netherlands","2015/10/10","EUC-Q",1,2,1,-0.405415109358123,0.136015803917443,0.261825657906554,-0.132617524614839,1.55196472523175,1.18178093299289
"43","Norway","Malta","2015/10/10","EUC-Q",2,0,1,0.0464063728141558,-0.241944180777927,-0.626797800018411,0.42310854328076,1.55196472523175,1.18178093299289
"44","England","Estonia","2015/10/09","EUC-Q",2,0,1,0.685316601444757,-0.507331734511735,-0.616186139423817,-0.0327298246229189,1.55196472523175,1.18178093299289
"45","Liechtenstein","Sweden","2015/10/09","EUC-Q",0,2,1,-0.819164021143432,0.520340216134576,0.336829315718026,-0.0554070072717384,1.55196472523175,1.18178093299289
"46","Macedonia","Ukraine","2015/10/09","EUC-Q",0,2,1,-0.309518767060955,0.299956433327169,0.0684994164246923,-0.472406513862046,1.55196472523175,1.18178093299289
"47","Moldova","Russia","2015/10/09","EUC-Q",1,2,1,-0.426331300789549,0.261825657906554,0.406864129021872,-0.430167720748536,1.55196472523175,1.18178093299289
"48","Montenegro","Austria","2015/10/09","EUC-Q",2,3,1,-0.056147160623001,-0.0903624400803913,0.460836741420918,-0.607703698742478,1.55196472523175,1.18178093299289
"49","Slovakia","Belarus","2015/10/09","EUC-Q",0,1,1,0.0240094524603519,-0.305981829623214,-0.141218001915538,0.103097958003567,1.55196472523175,1.18178093299289
"50","Slovenia","Lithuania","2015/10/09","EUC-Q",1,1,1,0.252391625673195,-0.170669704053507,-0.553559166352892,0.283975210520454,1.55196472523175,1.18178093299289
"51","Spain","Luxembourg","2015/10/09","EUC-Q",4,0,1,0.547890167902807,-0.633746837278498,-0.636010989189136,0.371977263947175,1.55196472523175,1.18178093299289
"52","Switzerland","San Marino","2015/10/09","EUC-Q",7,0,1,0.251225535441166,-0.187655758384657,-1.06131650392441,0.932164081030445,1.55196472523175,1.18178093299289
"53","Albania","Serbia","2015/10/08","EUC-Q",0,2,1,-0.14433237088992,-0.367302647013815,0.0198026272961797,-0.0195906497650041,1.55196472523175,1.18178093299289
"54","Georgia","Gibraltar","2015/10/08","EUC-Q",4,0,1,-0.47690740556253,-0.144563451191353,-0.68299884950813,0.80576132492908,1.55196472523175,1.18178093299289
"55","Hungary","Faroe Islands","2015/10/08","EUC-Q",2,1,1,-0.0509775547648675,-0.200770700462484,-0.509992637462099,0.484522715344938,1.55196472523175,1.18178093299289
"56","Northern Ireland","Greece","2015/10/08","EUC-Q",3,1,1,0.0181345701954827,-0.0256255476389727,-0.32614573890391,-0.0322133223646516,1.55196472523175,1.18178093299289
"57","Portugal","Denmark","2015/10/08","EUC-Q",1,0,1,0.475239896040982,-0.283026260915587,0.151948256272058,-0.482238166914078,1.55196472523175,1.18178093299289
"58","Republic of Ireland","Germany","2015/10/08","EUC-Q",1,0,1,0.169405164860728,-0.290084957068091,0.765374814556826,-0.353537015247805,1.55196472523175,1.18178093299289
"59","Romania","Finland","2015/10/08","EUC-Q",1,1,1,-0.0997098441490119,-0.5530374725753,-0.228784431204296,-0.107696575455374,1.55196472523175,1.18178093299289
"60","Scotland","Poland","2015/10/08","EUC-Q",2,2,1,0.0956737500682825,-0.0137947110221893,0.862130172914719,-0.0663535005500212,1.55196472523175,1.18178093299289
"61","Belarus","Luxembourg","2015/09/08","EUC-Q",2,0,1,-0.130450429384065,0.164836242452935,-0.571992059003478,0.382401168509613,1.55196472523175,1.18178093299289
"62","England","Switzerland","2015/09/08","EUC-Q",2,0,1,0.716863707177261,-0.43711058594371,0.31939873900335,-0.155134496949991,1.55196472523175,1.18178093299289
"63","Liechtenstein","Russia","2015/09/08","EUC-Q",0,7,1,-0.796287939479459,0.346351843615658,0.227374587842026,-0.408269035440899,1.55196472523175,1.18178093299289
"64","Lithuania","San Marino","2015/09/08","EUC-Q",2,1,1,-0.527971782600961,0.120977926552903,-1.22451570555727,0.957816478702653,1.55196472523175,1.18178093299289
"65","Macedonia","Spain","2015/09/08","EUC-Q",0,1,1,-0.266834239938943,0.347694742357952,0.59691157267912,-0.592035679191534,1.55196472523175,1.18178093299289
"66","Moldova","Montenegro","2015/09/08","EUC-Q",0,2,1,-0.345735003900398,0.179317047773656,-0.138917299186669,-0.00984833605481441,1.55196472523175,1.18178093299289
"67","Slovakia","Ukraine","2015/09/08","EUC-Q",0,0,1,0.0884686479876082,-0.23660880226778,0.139153061392576,-0.409171970039491,1.55196472523175,1.18178093299289
"68","Slovenia","Estonia","2015/09/08","EUC-Q",1,0,1,0.299067017318345,-0.119797563455596,-0.565281809562049,0.0139029051689914,1.55196472523175,1.18178093299289
"69","Sweden","Austria","2015/09/08","EUC-Q",1,4,1,0.347906614246876,-0.229287386074699,0.291474870690477,-0.596383512127637,1.55196472523175,1.18178093299289
"70","Albania","Portugal","2015/09/07","EUC-Q",0,1,1,-0.0599623411726829,-0.38345902784555,0.459069064192956,-0.198938862617392,1.55196472523175,1.18178093299289
"71","Armenia","Denmark","2015/09/07","EUC-Q",0,0,1,0.0721345977591991,0.0306261935417607,0.234993067671359,-0.412791883494625,1.55196472523175,1.18178093299289
"72","Finland","Faroe Islands","2015/09/07","EUC-Q",1,0,1,-0.179365928968322,-0.0499258087697257,-0.450671700946244,0.532626253724844,1.55196472523175,1.18178093299289
"73","Northern Ireland","Hungary","2015/09/07","EUC-Q",1,1,1,0.0371994409891063,-0.0648585723484964,-0.089924707527987,-0.181641787889197,1.55196472523175,1.18178093299289
"74","Poland","Gibraltar","2015/09/07","EUC-Q",8,1,1,0.893799694038623,-0.248974311348731,-0.840256045598157,0.843203776766624,1.55196472523175,1.18178093299289
"75","Republic of Ireland","Georgia","2015/09/07","EUC-Q",1,0,1,0.203185711973264,-0.23648211575339,-0.426944139785289,-0.108365024678125,1.55196472523175,1.18178093299289
"76","Romania","Greece","2015/09/07","EUC-Q",0,0,1,-0.0264466500149835,-0.508495008427708,-0.280110806955463,0.0384511863742526,1.55196472523175,1.18178093299289
"77","Scotland","Germany","2015/09/07","EUC-Q",2,3,1,0.0458334163431722,-0.0654989822326957,0.711036213395685,-0.400925428066133,1.55196472523175,1.18178093299289
"78","Bosnia-Herzegovina","Andorra","2015/09/06","EUC-Q",3,0,1,0.249123140273157,0.0252778071842686,-1.11596192700322,0.901136484102478,1.55196472523175,1.18178093299289
"79","Cyprus","Belgium","2015/09/06","EUC-Q",0,1,1,-0.272333795504981,0.265743164933027,0.24420029383982,-0.432630776180934,1.55196472523175,1.18178093299289
"80","Iceland","Kazakhstan","2015/09/06","EUC-Q",0,0,1,0.444878110464999,-0.322825774587362,-0.343758718672186,0.256036594616235,1.55196472523175,1.18178093299289
"81","Italy","Bulgaria","2015/09/06","EUC-Q",1,0,1,0.37204619856272,-0.406015259413646,0.0118297517535772,0.0116320842297077,1.55196472523175,1.18178093299289
"82","Latvia","Czech Republic","2015/09/06","EUC-Q",1,2,1,-0.387134151423441,0.141759945037832,0.411182068437393,0.0857188754025374,1.55196472523175,1.18178093299289
"83","Malta","Azerbaijan","2015/09/06","EUC-Q",2,2,1,-0.71928583816964,0.316633894401549,-0.458707669503884,0.00339423306801562,1.55196472523175,1.18178093299289
"84","Norway","Croatia","2015/09/06","EUC-Q",2,0,1,-0.0276795691067424,-0.16865536603014,0.281638848904496,-0.450671700946244,1.55196472523175,1.18178093299289
"85","Turkey","Netherlands","2015/09/06","EUC-Q",3,0,1,-0.0727857697256527,0.0289761082365172,0.372873043507505,-0.211462046540372,1.55196472523175,1.18178093299289
"86","Wales","Israel","2015/09/06","EUC-Q",0,0,1,-0.00180162194662821,-0.224018934350164,0.10282730979947,0.171766042854438,1.55196472523175,1.18178093299289
"87","Austria","Moldova","2015/09/05","EUC-Q",1,0,1,0.363322797910197,-0.542316290857361,-0.29276161819508,0.252469316696036,1.55196472523175,1.18178093299289
"88","Estonia","Lithuania","2015/09/05","EUC-Q",1,0,1,-0.575364144903562,0.0913934284292105,-0.450828649859695,0.110825555088885,1.55196472523175,1.18178093299289
"89","Luxembourg","Macedonia","2015/09/05","EUC-Q",1,0,1,-0.551126920539516,0.519686252198187,-0.129767058059065,0.368455282474264,1.55196472523175,1.18178093299289
"90","Montenegro","Liechtenstein","2015/09/05","EUC-Q",2,0,1,-0.128629142597181,0.0525924501191706,-0.733552595194984,0.356554936738156,1.55196472523175,1.18178093299289
"91","Russia","Sweden","2015/09/05","EUC-Q",1,0,1,0.267198713510381,-0.319792126370015,0.436576103133217,-0.189587892786,1.55196472523175,1.18178093299289
"92","San Marino","England","2015/09/05","EUC-Q",0,6,1,-1.25667059332639,0.93393416704675,0.692046575115912,-0.468085470089832,1.55196472523175,1.18178093299289
"93","Spain","Slovakia","2015/09/05","EUC-Q",2,0,1,0.623797102425152,-0.514666323151929,0.163733191982602,-0.208870892027491,1.55196472523175,1.18178093299289
"94","Switzerland","Slovenia","2015/09/05","EUC-Q",3,2,1,0.277328660372289,-0.275358322762949,0.178564507916242,-0.161695739000298,1.55196472523175,1.18178093299289
"95","Ukraine","Belarus","2015/09/05","EUC-Q",3,1,1,0.114934538092099,-0.55809194956708,-0.27036619468655,0.138979027281451,1.55196472523175,1.18178093299289
"96","Denmark","Albania","2015/09/04","EUC-Q",0,0,1,0.376516786152272,-0.266442569459362,0.0593061058974075,-0.209117379581118,1.55196472523175,1.18178093299289
"97","Faroe Islands","Northern Ireland","2015/09/04","EUC-Q",1,3,1,-0.471124256914439,0.426835133844357,-0.0683859128664649,-0.0853400471670154,1.55196472523175,1.18178093299289
"98","Georgia","Scotland","2015/09/04","EUC-Q",1,0,1,-0.445818462457381,-0.0147076288722743,0.142280507256771,-0.0839252349377613,1.55196472523175,1.18178093299289
"99","Germany","Poland","2015/09/04","EUC-Q",3,1,1,0.710250088459608,-0.368458382479069,0.925369395807359,-0.249744233111389,1.55196472523175,1.18178093299289
"100","Gibraltar","Republic of Ireland","2015/09/04","EUC-Q",0,4,1,-0.780231287467059,0.779508346207989,0.124250962337857,-0.188742124596877,1.55196472523175,1.18178093299289
"101","Greece","Finland","2015/09/04","EUC-Q",0,1,1,-0.199549102460581,-0.0287081641367437,-0.24270870680905,0.0360425913469293,1.55196472523175,1.18178093299289
"102","Hungary","Romania","2015/09/04","EUC-Q",0,0,1,-0.0165359686400995,-0.0934319447925524,0.0619414015401834,-0.435254436918917,1.55196472523175,1.18178093299289
"103","Serbia","Armenia","2015/09/04","EUC-Q",2,0,1,0.00598207167754747,0.0831455810866689,0.176387317305763,0.0169554406494134,1.55196472523175,1.18178093299289
"104","Azerbaijan","Croatia","2015/09/03","EUC-Q",0,0,1,-0.403018104465113,0.0999358286125995,0.381786980753587,-0.397050609507146,1.55196472523175,1.18178093299289
"105","Belgium","Bosnia-Herzegovina","2015/09/03","EUC-Q",3,1,1,0.213335610323124,-0.507996296755831,0.177057727118856,-0.00702461493696447,1.55196472523175,1.18178093299289
"106","Bulgaria","Norway","2015/09/03","EUC-Q",0,1,1,0.101743983883284,-0.026343975339602,-0.0658193410372936,-0.0789349880881423,1.55196472523175,1.18178093299289
"107","Cyprus","Wales","2015/09/03","EUC-Q",0,1,1,-0.194677579003539,0.273456365187799,0.00598207167754747,-0.146066776134783,1.55196472523175,1.18178093299289
"108","Czech Republic","Kazakhstan","2015/09/03","EUC-Q",2,1,1,0.46216045178471,-0.0120725812342692,-0.436800988418017,0.30976151759466,1.55196472523175,1.18178093299289
"109","Israel","Andorra","2015/09/03","EUC-Q",4,0,1,0.134006279847734,0.224582515508464,-1.06624190863766,0.934327094360254,1.55196472523175,1.18178093299289
"110","Italy","Malta","2015/09/03","EUC-Q",1,0,1,0.44801361135412,-0.368024825134319,-0.683394889117267,0.397231303181061,1.55196472523175,1.18178093299289
"111","Netherlands","Iceland","2015/09/03","EUC-Q",0,1,1,0.464802627453672,-0.207885548925229,0.448396875491677,-0.22790486841592,1.55196472523175,1.18178093299289
"112","Turkey","Latvia","2015/09/03","EUC-Q",1,1,1,-0.0257281485727312,-0.105582762575065,-0.521212716652478,0.188966099512623,1.55196472523175,1.18178093299289
"113","Belarus","Spain","2015/06/14","EUC-Q",0,1,1,-0.204199135313272,0.191529037544868,0.681681702450667,-0.454445290329883,1.55196472523175,1.18178093299289
"114","Estonia","San Marino","2015/06/14","EUC-Q",2,0,1,-0.54818141030976,0.125927556597791,-1.22213677495361,0.961149368182382,1.55196472523175,1.18178093299289
"115","Liechtenstein","Moldova","2015/06/14","EUC-Q",1,1,1,-0.74950591422933,0.333754260554164,-0.315258840222015,0.23641509350745,1.55196472523175,1.18178093299289
"116","Lithuania","Switzerland","2015/06/14","EUC-Q",1,2,1,-0.516340804454101,0.0281014301108748,0.194661768878559,-0.340942212092665,1.55196472523175,1.18178093299289
"117","Russia","Austria","2015/06/14","EUC-Q",0,1,1,0.347624108418314,-0.345311185288417,0.338755342635782,-0.45854947920062,1.55196472523175,1.18178093299289
"118","Slovakia","Macedonia","2015/06/14","EUC-Q",2,1,1,0.206688913242249,-0.334633927347573,-0.25489224962879,0.411712220868631,1.55196472523175,1.18178093299289
"119","Slovenia","England","2015/06/14","EUC-Q",2,3,1,0.110736041594666,-0.269973138671008,0.579082224271973,-0.532900831417848,1.55196472523175,1.18178093299289
"120","Sweden","Montenegro","2015/06/14","EUC-Q",3,1,1,0.439351104107301,-0.306253458037216,-0.238764932217167,0.0555293097924802,1.55196472523175,1.18178093299289
"121","Ukraine","Luxembourg","2015/06/14","EUC-Q",3,0,1,0.135055230992865,-0.518689798822793,-0.512994641050831,0.540403843294746,1.55196472523175,1.18178093299289
"122","Armenia","Portugal","2015/06/13","EUC-Q",2,3,1,0.150916885316861,-0.118333186961865,0.3171437826014,-0.22314355131421,1.55196472523175,1.18178093299289
"123","Denmark","Serbia","2015/06/13","EUC-Q",2,0,1,0.419499497071968,-0.170432512401541,0.104630249078083,0.125045488974224,1.55196472523175,1.18178093299289
"124","Faroe Islands","Greece","2015/06/13","EUC-Q",2,1,1,-0.625301633664878,0.429442017489613,-0.19686682823599,-0.17721461942581,1.55196472523175,1.18178093299289
"125","Finland","Hungary","2015/06/13","EUC-Q",0,1,1,-0.157706996030036,0.00538547227633789,-0.0478256294826045,-0.0104544579038589,1.55196472523175,1.18178093299289
"126","Gibraltar","Germany","2015/06/13","EUC-Q",0,7,1,-0.727945686102641,0.700321384307946,0.604862265692374,-0.330033012992311,1.55196472523175,1.18178093299289
"127","Northern Ireland","Romania","2015/06/13","EUC-Q",0,0,1,0.00697561373642514,0.00647896609770907,0.152806920243758,-0.358963274456745,1.55196472523175,1.18178093299289
"128","Poland","Georgia","2015/06/13","EUC-Q",4,0,1,0.948176920736477,-0.178767878594657,-0.380528622818133,0.0100493358530014,1.55196472523175,1.18178093299289
"129","Republic of Ireland","Scotland","2015/06/13","EUC-Q",1,1,1,0.166022783824452,-0.232436598225802,0.101472968930634,-0.0389487501385748,1.55196472523175,1.18178093299289
"130","Andorra","Cyprus","2015/06/12","EUC-Q",1,3,1,-1.13320373343773,0.864323526248902,-0.264747101169285,0.20660758267411,1.55196472523175,1.18178093299289
"131","Bosnia-Herzegovina","Israel","2015/06/12","EUC-Q",3,1,1,0.1675462712118,-0.0179603253769929,0.122394608213606,0.215675736466689,1.55196472523175,1.18178093299289
"132","Croatia","Italy","2015/06/12","EUC-Q",1,1,1,0.421797669395724,-0.419310514930217,0.424810114371941,-0.329754848873689,1.55196472523175,1.18178093299289
"133","Iceland","Czech Republic","2015/06/12","EUC-Q",2,1,1,0.482734743599465,-0.224519497494141,0.465744572325352,0.0199986865066891,1.55196472523175,1.18178093299289
"134","Kazakhstan","Turkey","2015/06/12","EUC-Q",0,1,1,-0.362261950807516,0.319761965915193,-0.0156213809029568,-0.0316970867432546,1.55196472523175,1.18178093299289
"135","Latvia","Netherlands","2015/06/12","EUC-Q",0,2,1,-0.456179622652666,0.166784817644825,0.441861323299455,-0.145141385669671,1.55196472523175,1.18178093299289
"136","Malta","Bulgaria","2015/06/12","EUC-Q",0,1,1,-0.61766871938404,0.430742915292433,0.134705702852291,0.0402778464985701,1.55196472523175,1.18178093299289
"137","Norway","Azerbaijan","2015/06/12","EUC-Q",0,0,1,0.0273232956488904,-0.00150112612626709,-0.326007186773449,0.193508746184519,1.55196472523175,1.18178093299289
"138","Wales","Belgium","2015/06/12","EUC-Q",1,0,1,-0.0130852395486555,-0.0591132644925066,0.307264087179503,-0.525770071151813,1.55196472523175,1.18178093299289
"139","Israel","Belgium","2015/03/31","EUC-Q",0,1,1,0.195320042579611,0.248031266821989,0.339467745601011,-0.452399495297378,1.55196472523175,1.18178093299289
"140","Albania","Armenia","2015/03/29","EUC-Q",2,1,1,0.0211742352314066,-0.264095762645639,0.0943096794707413,-0.155251285271291,1.55196472523175,1.18178093299289
"141","Georgia","Germany","2015/03/29","EUC-Q",0,2,1,-0.309110019865401,-0.0179603253769929,0.572503808037601,-0.268664066616019,1.55196472523175,1.18178093299289
"142","Hungary","Greece","2015/03/29","EUC-Q",0,0,1,0.0389322100017875,0.0705516559509446,-0.109703265091963,-0.0967311889597718,1.55196472523175,1.18178093299289
"143","Northern Ireland","Finland","2015/03/29","EUC-Q",2,1,1,-0.0112631922787107,-0.063685551686133,-0.224895084353016,-0.0136933271320025,1.55196472523175,1.18178093299289
"144","Portugal","Serbia","2015/03/29","EUC-Q",2,1,1,0.355013564612066,-0.29463955301928,0.0390283869674784,0.166446207635665,1.55196472523175,1.18178093299289
"145","Republic of Ireland","Poland","2015/03/29","EUC-Q",1,1,1,0.20294084399669,-0.183562326230088,0.995582388348566,-0.140642329802466,1.55196472523175,1.18178093299289
"146","Romania","Faroe Islands","2015/03/29","EUC-Q",1,0,1,0.229046096966824,-0.310473160752596,-0.575897620509705,0.504405055963068,1.55196472523175,1.18178093299289
"147","Scotland","Gibraltar","2015/03/29","EUC-Q",6,1,1,0.0536355491659093,-0.351403150009634,-0.969955256459848,0.636841344348851,1.55196472523175,1.18178093299289
"148","Andorra","Bosnia-Herzegovina","2015/03/28","EUC-Q",0,3,1,-1.09751289322481,0.842773354515758,0.145657572422363,0.0171520588175657,1.55196472523175,1.18178093299289
"149","Azerbaijan","Malta","2015/03/28","EUC-Q",2,0,1,-0.330033012992311,0.271933715483642,-0.537683077935873,0.426835133844357,1.55196472523175,1.18178093299289
"150","Belgium","Cyprus","2015/03/28","EUC-Q",5,0,1,0.255417111864505,-0.385662480811985,-0.188017749338836,0.132956227248626,1.55196472523175,1.18178093299289
"151","Bulgaria","Italy","2015/03/28","EUC-Q",2,2,1,0.0759420035751573,-0.0146061523893621,0.363670418451119,-0.382579004321463,1.55196472523175,1.18178093299289
"152","Croatia","Norway","2015/03/28","EUC-Q",5,1,1,0.343164081910785,-0.522560879984412,-0.0711738194545249,-0.0840339956100094,1.55196472523175,1.18178093299289
"153","Czech Republic","Latvia","2015/03/28","EUC-Q",1,1,1,0.559387190380421,-0.0917863956307084,-0.55984081325172,0.268728584534693,1.55196472523175,1.18178093299289
"154","Israel","Wales","2015/03/28","EUC-Q",0,3,1,0.351431219615679,0.0440168854167743,-0.241052971857778,0.0776089793269829,1.55196472523175,1.18178093299289
"155","Kazakhstan","Iceland","2015/03/28","EUC-Q",0,3,1,-0.289550483511808,0.249356958130113,0.412308306590159,-0.151753555227537,1.55196472523175,1.18178093299289
"156","Netherlands","Turkey","2015/03/28","EUC-Q",1,1,1,0.506456091248048,-0.213440775852825,-0.0813185211775883,0.0356566772080347,1.55196472523175,1.18178093299289
"157","England","Lithuania","2015/03/27","EUC-Q",4,0,1,0.563266259705425,-0.488901066350199,-0.474815186242958,0.0112366319259878,1.55196472523175,1.18178093299289
"158","Liechtenstein","Austria","2015/03/27","EUC-Q",0,5,1,-0.716211120158497,0.128217297800754,0.130326261675574,-0.425718837135432,1.55196472523175,1.18178093299289
"159","Macedonia","Belarus","2015/03/27","EUC-Q",1,2,1,-0.214803427039208,0.300104592450338,-0.308837614524572,0.234439511056061,1.55196472523175,1.18178093299289
"160","Moldova","Sweden","2015/03/27","EUC-Q",0,2,1,-0.243601393216606,0.218492753098782,0.419828130943932,-0.240544065994377,1.55196472523175,1.18178093299289
"161","Montenegro","Russia","2015/03/27","EUC-Q",0,3,1,-0.145141385669671,-0.0786104005819114,0.204001505785843,-0.258641203667367,1.55196472523175,1.18178093299289
"162","Slovakia","Luxembourg","2015/03/27","EUC-Q",3,0,1,0.238780652093609,-0.276017040921278,-0.454760399833042,0.572673027092071,1.55196472523175,1.18178093299289
